participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.params,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.positive_szenarios,survey.1.player.treatment_pa,survey.1.player.player_qualityfail_url,survey.1.player.session_variables,survey.1.player.failed_quality_check,survey.1.player.player_complete_url,survey.1.player.feedback,survey.1.player.home_office,survey.1.player.home_office_need,survey.1.player.risk_propensity,survey.1.player.algo_aversion,survey.1.player.teamlead,survey.1.player.hr_job,survey.1.player.pa_heard,survey.1.player.pa_knowledge,survey.1.player.pa_experience,survey.1.player.CON1,survey.1.player.CMB1,survey.1.player.CMB2,survey.1.player.PRS1T1,survey.1.player.PRS1T2,survey.1.player.PRS2T1,survey.1.player.PRS2T2,survey.1.player.PRS3T1,survey.1.player.PRS3T2,survey.1.player.PRS4T1,survey.1.player.PRS4T2,survey.1.player.FRS1T1,survey.1.player.FRS1T2,survey.1.player.FRS2T1,survey.1.player.FRS2T2,survey.1.player.FRS3T1,survey.1.player.FRS3T2,survey.1.player.FRS4T1,survey.1.player.FRS4T2,survey.1.player.ARS1T1,survey.1.player.ARS1T2,survey.1.player.ARS2T1,survey.1.player.ARS2T2,survey.1.player.ARS3T1,survey.1.player.ARS3T2,survey.1.player.ARS4T1,survey.1.player.ARS4T2,survey.1.player.ETHS1T1,survey.1.player.ETHS1T2,survey.1.player.ETHS2T1,survey.1.player.ETHS2T2,survey.1.player.ETHS3T1,survey.1.player.ETHS3T2,survey.1.player.ETHS4T1,survey.1.player.ETHS4T2,survey.1.player.PROS1T1,survey.1.player.PROS1T2,survey.1.player.PROS2T1,survey.1.player.PROS2T2,survey.1.player.PROS3T1,survey.1.player.PROS3T2,survey.1.player.PROS4T1,survey.1.player.PROS4T2,survey.1.group.id_in_subsession,survey.1.subsession.round_number
45,0yh3aih4,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,45,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
46,tntydj8b,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,46,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
47,x2qsldk7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,47,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
48,biygtpr8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,48,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
49,gularx6k,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,49,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
50,3e0r1a15,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,50,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
51,u2vduo3k,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,51,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
52,23jnwkgb,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,52,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
53,jyvk4qmi,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,53,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
54,k9byvv4c,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,54,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
55,h6kxojdv,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,55,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
56,5ofzkbst,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,56,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
57,mfolw3ln,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,57,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
58,fquz10j9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,58,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
59,0vuc2lc9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,59,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
60,n719rglg,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,60,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
61,qsd70eze,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,61,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
62,9pq4qwup,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,62,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
63,384unxvt,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,63,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
64,03z19vb0,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,64,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
65,blu12qct,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,65,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
66,9z7apmln,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,66,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
67,ir1wbfsd,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,67,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
68,89wfxbwt,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,68,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
69,ypggbkd3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,69,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
70,9sv2ubzz,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,70,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
71,beu4ucnv,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,71,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
72,aable1sk,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,72,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
73,98s6csbu,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,73,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
74,f0vhgk2p,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,74,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
75,wo9zh2uo,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,75,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
76,sp5vek46,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,76,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
77,2ptw2qjz,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,77,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
78,bcfbz9b9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,78,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
79,i5iuo7go,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,79,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
80,h2o0myru,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,80,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
81,9tfklr7s,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,81,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
82,wku7no9b,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,82,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
83,7c27davg,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,83,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
84,4rh2vyh7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,84,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
85,3h8zcgnn,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,85,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
86,94emf409,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,86,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
87,ontv3nca,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,87,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
88,bwke8tb1,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,88,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
89,k8fbfb7f,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,89,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
90,soos3xbt,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,90,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
91,w1cuniv3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,91,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
92,whecm5x8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,92,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
93,abzlo6s8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,93,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
94,bpaybn64,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,94,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
95,qr0pt3yb,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,95,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
96,lsmq4jfl,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,96,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
97,vc2ulllx,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,97,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
98,kgukgs2d,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,98,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
99,xstowoet,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,99,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
100,hmxyao9k,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,100,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
101,faty9k90,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,101,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
102,x1b3plsp,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,102,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
103,e62f0vn0,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,103,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
104,o4dok41o,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,104,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
105,1rkzikdy,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,105,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
106,coo9j78g,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,106,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
107,bbteuqg5,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,107,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
108,74o6ed7m,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,108,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
109,7jau744d,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,109,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
110,5wcm5kos,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,110,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
111,ih0wws0l,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,111,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
112,g253covo,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,112,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
113,lqm5wfuc,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,113,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
114,2aywab95,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,114,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
115,6zfbxvt9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,115,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
116,l30nt42d,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,116,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
117,avgwz2w7,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,117,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
118,6lzaplz9,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,118,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
119,z9ylr2nr,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,119,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
120,wojw8bm8,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,120,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
121,panjl27t,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,121,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
122,pcrjauw4,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,122,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
123,4xdz64n4,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,123,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
124,qjzu3orh,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,124,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
125,yuuulgqj,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,125,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
126,68jpo6lv,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,126,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
127,dkrn78ye,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,127,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
128,fenvoqtb,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,128,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
129,y2hbolac,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,129,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
130,yqiyusq1,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,130,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
131,wxlii3kl,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,131,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
132,6w1lfofy,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,132,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
133,naoi8nw3,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,133,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
134,rvsevj2r,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,134,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
135,t3lxp9mp,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,135,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
136,l4y1miut,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,136,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
137,7twulf80,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,137,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
138,ba1xyeby,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,138,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
139,99t7237m,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,139,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
140,9w6xso5i,,0,0,13,,,,0,,,0.0,5xn5ewu8,,,,,0,0.0,survey,1.0,,140,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
