participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.params,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.positive_szenarios,survey.1.player.treatment_pa,survey.1.player.player_qualityfail_url,survey.1.player.session_variables,survey.1.player.failed_quality_check,survey.1.player.player_complete_url,survey.1.player.feedback,survey.1.player.home_office,survey.1.player.home_office_need,survey.1.player.risk_propensity,survey.1.player.algo_aversion,survey.1.player.teamlead,survey.1.player.hr_job,survey.1.player.pa_heard,survey.1.player.pa_knowledge,survey.1.player.pa_experience,survey.1.player.CON1,survey.1.player.CMB1,survey.1.player.CMB2,survey.1.player.PRS1T1,survey.1.player.PRS1T2,survey.1.player.PRS2T1,survey.1.player.PRS2T2,survey.1.player.PRS3T1,survey.1.player.PRS3T2,survey.1.player.PRS4T1,survey.1.player.PRS4T2,survey.1.player.FRS1T1,survey.1.player.FRS1T2,survey.1.player.FRS2T1,survey.1.player.FRS2T2,survey.1.player.FRS3T1,survey.1.player.FRS3T2,survey.1.player.FRS4T1,survey.1.player.FRS4T2,survey.1.player.ARS1T1,survey.1.player.ARS1T2,survey.1.player.ARS2T1,survey.1.player.ARS2T2,survey.1.player.ARS3T1,survey.1.player.ARS3T2,survey.1.player.ARS4T1,survey.1.player.ARS4T2,survey.1.player.ETHS1T1,survey.1.player.ETHS1T2,survey.1.player.ETHS2T1,survey.1.player.ETHS2T2,survey.1.player.ETHS3T1,survey.1.player.ETHS3T2,survey.1.player.ETHS4T1,survey.1.player.ETHS4T2,survey.1.player.PROS1T1,survey.1.player.PROS1T2,survey.1.player.PROS2T1,survey.1.player.PROS2T2,survey.1.player.PROS3T1,survey.1.player.PROS3T2,survey.1.player.PROS4T1,survey.1.player.PROS4T2,survey.1.group.id_in_subsession,survey.1.subsession.round_number
45,nnklkekn,5df11e6cdc85350234932daa,0,13,13,survey,End,2023-11-14 17:25:08.754297,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,45,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,"Overall, the study was very engaging and interesting.",0,1,2,4,1,0,0,0,0,6,6,5,1,5,4,6,2,2,7,4,7,7,5,7,7,7,7,7,6,6,6,3,6,6,4,6,6,6,6,6,6,6,6,6,7,7,7,3,7,7,6,7,1,1
46,003sbr9v,63d4857d5c9e6f18b03027b3,0,13,13,survey,End,2023-11-14 17:25:14.670650,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,46,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,"Thank you for the opportunity to participate, it is appreciated.  ",0,1,7,5,1,0,1,1,0,6,6,4,4,5,3,6,4,4,4,6,7,7,6,6,7,7,7,7,4,4,5,3,4,4,3,5,4,4,5,3,4,4,3,5,4,4,5,3,4,4,3,5,1,1
47,6i1c5ky0,5f636ecb4ea0bf03d640028f,0,10,13,survey,QualityFail,2023-11-14 17:25:14.878953,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,47,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,1,7,1,7,3,4,7,1,7,3,1,7,7,7,7,7,7,3,7,1,7,7,1,7,7,3,7,1,7,7,1,7,7,3,7,1,7,7,1,7,1,1
48,2cwn5ov2,58509fbda6946500016117ed,0,13,13,survey,End,2023-11-14 17:25:17.219939,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,48,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,5,5,1,0,1,1,1,6,6,4,2,5,1,6,4,4,1,7,4,5,4,6,5,6,5,6,5,4,5,4,6,5,7,2,5,4,5,4,6,5,7,2,5,4,5,4,6,6,7,1,1,1
49,bauamni1,63d7fb6ee49281f6c41d6630,0,13,13,survey,End,2023-11-14 17:25:36.784009,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,49,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,9,3,1,0,1,1,0,6,5,5,1,5,1,1,1,5,5,3,5,7,4,5,6,5,2,6,5,6,6,6,6,5,3,5,4,7,6,6,7,4,4,5,6,7,6,6,6,4,4,5,1,1
50,68gchdjn,62961bfdbe5f238d3225db72,0,13,13,survey,End,2023-11-14 17:25:39.275422,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,50,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,4,7,1,1,0,0,1,6,5,3,5,6,1,6,6,5,4,3,6,5,7,7,6,7,5,5,7,6,7,4,6,6,4,6,6,6,7,3,7,7,4,6,6,6,7,2,7,7,4,6,1,1
51,mr6ar6e0,5dee44454d7bea4e3f4b44a6,0,13,13,survey,End,2023-11-14 17:25:57.841048,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,51,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,6,4,1,0,1,1,1,6,5,5,4,4,4,6,3,5,4,4,5,5,4,3,4,4,4,4,5,5,4,3,3,4,4,4,5,5,4,3,3,4,4,4,5,5,4,3,3,4,4,4,1,1
52,g7u0euou,5ea78fb30541cb0009e4d924,0,13,13,survey,End,2023-11-14 17:25:59.434365,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,52,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,4,5,1,1,1,1,0,6,7,7,1,6,1,6,2,6,2,7,2,7,5,7,7,7,7,6,7,6,7,3,7,6,7,2,7,6,7,4,7,7,7,5,7,6,7,2,7,6,7,2,1,1
53,qwkf6bud,5f504fd2cc049d1cbf29c40d,0,13,13,survey,End,2023-11-14 17:26:11.796265,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,53,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,1,5,4,1,0,0,0,0,6,7,7,1,7,1,7,4,4,5,3,7,7,7,7,7,7,4,7,7,5,7,1,7,7,5,7,7,5,7,1,7,7,5,7,7,5,7,1,7,7,5,7,1,1
54,00kcuu36,6077cb38de8f5c783d413450,0,13,13,survey,End,2023-11-14 17:26:24.933348,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,54,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,4,5,1,0,1,1,0,6,7,2,2,5,4,5,4,4,2,5,3,6,4,6,5,6,6,3,6,4,5,4,5,5,2,6,6,5,6,4,6,5,3,6,6,5,6,5,5,5,2,6,1,1
55,cgitlsqa,6234d77291179c1badffad36,0,13,13,survey,End,2023-11-14 17:26:30.306012,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,55,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,10,7,0,0,1,0,0,6,7,7,6,7,7,6,7,6,7,6,7,7,1,1,1,4,7,6,6,6,2,1,2,1,6,7,6,7,1,2,3,2,7,7,7,6,2,2,4,3,6,6,1,1
56,yjwqv28o,62957302ad8c1756b553a298,0,13,13,survey,End,2023-11-14 17:26:39.743061,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,56,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,8,5,1,0,1,1,0,6,7,4,1,5,3,6,3,3,7,5,1,5,7,7,7,7,1,5,4,5,6,6,6,6,3,5,5,5,6,6,6,6,4,5,5,5,6,6,6,6,3,5,1,1
57,19yrnf9d,653fe26ede361272b8f82397,0,13,13,survey,End,2023-11-14 17:26:39.786210,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,57,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,2,6,1,0,0,0,0,6,7,5,2,5,1,5,2,5,3,5,7,7,5,7,7,7,7,3,7,6,7,5,7,7,7,3,7,6,7,5,7,7,7,5,7,7,7,3,7,7,7,3,1,1
58,7n5xpcjc,63bf8a649931574320e98357,0,13,13,survey,End,2023-11-14 17:26:56.724766,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,58,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,7,5,1,0,0,0,1,6,7,5,2,6,3,6,2,6,5,2,6,6,5,7,5,6,6,7,6,4,6,4,6,3,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,4,6,5,1,1
59,ctse3zrs,5f712c16875f0375275c57d5,0,13,13,survey,End,2023-11-14 17:27:00.202480,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,59,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,4,4,1,0,1,1,1,6,6,4,3,5,2,7,4,4,4,5,5,6,5,7,5,5,3,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,1
60,5u7incmx,5ded40791be52f3f9a03947c,0,13,13,survey,End,2023-11-14 17:27:23.768615,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,60,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,7,7,1,0,0,0,0,6,6,4,2,5,2,7,4,4,6,5,6,7,5,7,7,7,7,7,6,5,7,5,7,7,3,7,6,6,7,7,7,7,5,7,6,6,7,7,7,7,4,7,1,1
61,bfh688c2,638ce9c3931acfc969058613,0,13,13,survey,End,2023-11-14 17:27:35.415580,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,61,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,2,5,1,0,1,1,1,6,7,5,2,6,3,6,4,4,2,2,4,6,3,7,4,7,6,6,6,4,3,3,4,5,6,6,6,4,3,3,4,5,6,6,6,4,3,3,4,5,6,6,1,1
62,e4a5i7ji,62a89318448a8592fc88ee03,0,13,13,survey,End,2023-11-14 17:27:51.619656,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,62,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,6,7,1,0,0,0,0,6,7,7,2,6,2,7,2,7,1,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1
63,06pz00ah,5e39d872793a082024d9cf18,0,13,13,survey,End,2023-11-14 17:27:53.376243,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,63,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,3,5,1,1,1,1,0,6,5,6,1,5,1,3,1,3,1,7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,7,6,7,7,7,4,7,4,7,6,7,6,7,3,7,5,7,6,1,1
64,r54bagmi,642f5bc14c648f1b66b98b51,0,13,13,survey,End,2023-11-14 17:28:10.394298,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,64,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,8,4,1,1,0,0,0,6,6,3,5,7,6,7,5,7,5,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1
65,886hsag3,5eb81d360943fe74d6aba62b,0,13,13,survey,End,2023-11-14 17:28:16.829621,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,65,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,3,4,1,1,1,1,1,6,4,3,3,5,3,6,4,4,7,5,5,6,4,7,6,7,7,5,5,5,5,3,4,4,7,3,5,5,6,2,4,4,7,4,7,7,7,1,7,7,7,2,1,1
66,z3otcqmq,61001d9b2e3d8a75a09f3db3,0,13,13,survey,End,2023-11-14 17:28:20.224605,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,66,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,6,4,1,1,1,1,0,6,6,3,1,4,1,6,1,5,4,5,3,5,5,6,5,6,6,6,7,5,7,4,7,4,6,3,7,6,7,6,7,6,7,5,7,5,7,4,7,4,7,5,1,1
67,6tr6u9mk,5e69d0627b06f2033bb0fda7,0,13,13,survey,End,2023-11-14 17:28:31.407994,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,67,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,1,6,5,1,0,1,1,0,6,6,6,4,6,1,6,4,5,4,7,7,7,2,7,7,7,5,7,7,7,7,5,7,6,2,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,2,7,1,1
68,og5ifrk1,5bbafad7736db000016d8600,0,13,13,survey,End,2023-11-14 17:28:34.409947,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,68,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,6,3,1,0,1,1,1,6,3,4,2,6,2,5,2,6,6,5,5,6,4,7,5,7,5,7,6,4,7,3,6,3,3,4,6,5,6,5,6,6,4,5,6,5,6,5,6,5,3,4,1,1
69,m0n0fgrc,628e4993121877fe4ae59f29,0,13,13,survey,End,2023-11-14 17:28:51.538086,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,69,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,10,7,0,0,1,0,0,6,7,7,6,7,2,3,3,6,5,6,7,6,1,1,1,1,7,7,6,7,2,2,2,2,6,6,6,6,1,1,1,3,6,7,7,7,2,2,2,4,7,6,1,1
70,ey345aok,5d58d7d6280de7001aa7952a,0,1,13,survey,Landing,2023-11-14 17:29:01.858163,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,70,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
71,g7bopbns,60477705b440ae26c4aaf5bb,0,10,13,survey,QualityFail,2023-11-14 17:29:02.207742,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,71,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,5,,,4,7,5,7,6,6,7,7,7,6,5,3,5,5,5,5,7,1,6,2,5,5,4,4,4,4,6,4,4,4,4,4,7,4,6,4,4,4,4,4,1,1
72,ab9v42qu,5d332957d0635b00013bd785,0,13,13,survey,End,2023-11-14 17:29:04.901496,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,72,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,5,6,1,0,1,1,0,6,6,4,1,6,3,6,3,5,2,6,5,2,3,7,3,7,2,6,5,2,6,5,6,5,2,6,6,4,6,5,6,5,2,6,6,4,6,5,6,5,2,6,1,1
73,x6ojjv1m,5febd397ad8fbad21bcd6182,0,13,13,survey,End,2023-11-14 17:29:23.821531,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,73,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,3,7,6,1,0,1,1,1,6,2,5,2,5,3,6,5,3,5,2,3,7,3,7,6,7,1,7,6,3,5,1,2,5,2,7,4,4,6,4,3,4,2,6,6,4,6,3,3,5,2,7,1,1
74,dsafptd1,62911a82ead4bc61607aa7d8,0,13,13,survey,End,2023-11-14 17:29:35.020910,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,74,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,2,3,1,0,0,1,0,6,5,5,2,6,1,7,4,4,2,4,2,4,2,6,6,6,6,6,6,4,7,2,7,7,5,3,7,6,7,2,7,7,6,4,6,5,7,1,7,7,6,3,1,1
75,kdbn6y3a,5e402dcd7b260d000a7b69fe,0,13,13,survey,End,2023-11-14 17:29:41.331997,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,75,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,4,5,0,0,0,0,0,6,5,5,2,5,4,5,4,5,5,5,4,6,1,6,2,6,3,7,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,1,1
76,c6ckuh2h,5d9373b0e04970001ab482da,0,13,13,survey,End,2023-11-14 17:29:47.343872,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,76,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,7,6,1,0,1,1,0,6,6,4,1,5,4,5,4,4,5,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,1,1
77,ngi5gt7i,5a5ec648eedc32000142ce86,0,13,13,survey,End,2023-11-14 17:30:02.004751,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,77,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,2,4,1,0,1,1,0,6,6,4,2,5,1,6,5,5,5,5,6,6,3,6,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,1,1
78,smkcbr9o,627ea31c91b63d1ddc9ccf19,0,10,13,survey,QualityFail,2023-11-14 17:31:07.935565,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,78,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,1,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1
79,6hrau0ov,6463695c18c68eee514fd3a3,0,13,13,survey,End,2023-11-14 17:31:34.336952,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,79,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,10,7,1,1,1,1,1,6,7,4,2,7,1,7,2,6,7,4,5,7,2,6,3,6,3,5,6,7,5,7,5,7,2,6,5,6,4,5,3,4,4,7,6,7,1,6,6,6,3,6,1,1
80,i7axehi5,60e8b06bfb1c78d450ae9f79,0,13,13,survey,End,2023-11-14 17:31:58.798368,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,80,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,3,0,10,7,1,1,0,0,0,6,7,7,6,7,6,5,4,5,5,4,6,6,5,5,5,4,5,5,6,7,6,6,5,5,6,5,5,6,5,5,5,5,5,5,5,6,5,5,5,4,6,4,1,1
81,d9i0y0z6,64509bfcd8d8b7e61f801e95,0,13,13,survey,End,2023-11-14 17:32:08.502421,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,81,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,7,6,1,0,1,1,0,6,6,4,2,6,3,6,4,4,5,5,6,7,5,7,6,7,6,7,6,6,6,5,6,6,3,6,6,6,6,5,6,6,4,6,6,6,6,5,6,6,3,6,1,1
82,9zw1gn8y,5cb2e89bc29be80001b13ed6,0,2,13,survey,SzenarioOne,2023-11-14 17:32:25.223094,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,82,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
83,93rxxidv,641feb2494b8a1eb706ab8a5,0,13,13,survey,End,2023-11-14 17:32:28.996238,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,83,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,0,10,7,0,0,1,1,1,6,7,7,6,7,2,2,5,6,6,6,7,6,1,1,1,5,7,6,6,6,2,2,2,6,6,6,7,7,1,1,1,6,7,7,6,7,2,2,2,6,6,7,1,1
84,otc9ls0e,5df81cd72713055bdf02efd8,0,13,13,survey,End,2023-11-14 17:32:53.489511,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,84,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,3,6,1,0,1,1,0,6,2,6,2,5,1,6,4,4,6,2,6,7,5,7,5,7,5,5,4,2,6,7,6,6,5,6,5,4,5,6,6,5,5,5,5,4,5,6,6,6,5,6,1,1
85,g42btbqv,62c3b1a4336684ef3487547e,0,13,13,survey,End,2023-11-14 17:32:54.325228,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,85,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,0,0,8,6,1,0,1,1,1,6,6,7,6,3,5,6,5,7,2,6,6,6,3,5,5,5,6,2,5,7,3,5,6,3,4,3,5,3,2,2,6,4,5,4,4,5,5,5,3,6,5,4,1,1
86,3anomrec,64309be1d7d085ed8ee4c129,0,13,13,survey,End,2023-11-14 17:33:13.423211,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,86,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,"Great study, thank you.",0,0,8,6,1,0,0,0,0,6,4,6,2,5,4,4,4,4,5,6,6,5,5,6,5,6,6,5,5,6,5,5,6,5,5,4,4,6,6,6,5,6,4,5,4,4,5,5,5,6,4,5,1,1
87,t5reuibw,64664bc615dd4139df276075,0,13,13,survey,End,2023-11-14 17:33:40.099433,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,87,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,2,1,8,3,1,0,1,1,0,6,6,5,2,4,2,5,2,3,5,2,4,7,2,5,3,6,3,7,6,4,5,5,5,5,2,6,5,5,6,4,5,5,4,5,6,5,6,5,5,5,4,6,1,1
88,hmxxbx1g,5a07a6af002e1800019d6aab,0,10,13,survey,QualityFail,2023-11-14 17:33:42.838165,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,88,,0.0,2_and_3,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,7,,,3,6,2,6,5,6,5,6,7,7,5,7,7,7,7,7,7,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,7,6,6,5,6,6,5,6,1,1
89,nhe74hyh,5b0a38d230d5620001551e0d,0,13,13,survey,End,2023-11-14 17:33:54.383467,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,89,,0.0,1_and_4,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,1,8,4,1,0,1,1,1,6,6,3,2,6,2,6,5,5,2,7,2,7,1,7,7,7,7,1,6,5,5,2,6,6,7,2,6,5,5,2,6,6,7,2,6,6,5,2,6,6,7,2,1,1
90,wwqe2msg,627809c52874925390a423a6,0,10,13,survey,QualityFail,2023-11-14 17:33:54.747722,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,90,,0.0,2_and_3,1_and_4,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,1,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,,,,,,,,,,2,,,2,5,2,6,2,5,5,5,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,6,6,6,6,5,6,5,6,6,6,6,1,1
91,iyl0y139,54e32a60fdf99b3eae9de85b,0,13,13,survey,End,2023-11-14 17:34:08.029740,1,,,0.0,kplv6sud,,,,,0,survey,0.0,1.0,,91,,0.0,1_and_4,2_and_3,https://app.prolific.com/submissions/complete?cc=CG40C7DK,,0,https://app.prolific.com/submissions/complete?cc=C9B87HRO,,1,0,1,5,1,0,0,0,0,6,4,3,2,6,2,6,2,5,2,6,6,6,4,6,6,6,6,6,6,6,5,2,6,5,6,2,6,6,5,4,5,5,6,2,6,6,6,4,6,6,6,2,1,1
