participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,session.params,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.positive_szenarios,survey.1.player.treatment_pa,survey.1.player.player_qualityfail_url,survey.1.player.session_variables,survey.1.player.failed_quality_check,survey.1.player.player_complete_url,survey.1.player.feedback,survey.1.player.home_office,survey.1.player.home_office_need,survey.1.player.risk_propensity,survey.1.player.algo_aversion,survey.1.player.teamlead,survey.1.player.hr_job,survey.1.player.pa_heard,survey.1.player.pa_knowledge,survey.1.player.pa_experience,survey.1.player.CON1,survey.1.player.CMB1,survey.1.player.CMB2,survey.1.player.PRS1T1,survey.1.player.PRS1T2,survey.1.player.PRS2T1,survey.1.player.PRS2T2,survey.1.player.PRS3T1,survey.1.player.PRS3T2,survey.1.player.PRS4T1,survey.1.player.PRS4T2,survey.1.player.FRS1T1,survey.1.player.FRS1T2,survey.1.player.FRS2T1,survey.1.player.FRS2T2,survey.1.player.FRS3T1,survey.1.player.FRS3T2,survey.1.player.FRS4T1,survey.1.player.FRS4T2,survey.1.player.ARS1T1,survey.1.player.ARS1T2,survey.1.player.ARS2T1,survey.1.player.ARS2T2,survey.1.player.ARS3T1,survey.1.player.ARS3T2,survey.1.player.ARS4T1,survey.1.player.ARS4T2,survey.1.player.ETHS1T1,survey.1.player.ETHS1T2,survey.1.player.ETHS2T1,survey.1.player.ETHS2T2,survey.1.player.ETHS3T1,survey.1.player.ETHS3T2,survey.1.player.ETHS4T1,survey.1.player.ETHS4T2,survey.1.player.PROS1T1,survey.1.player.PROS1T2,survey.1.player.PROS2T1,survey.1.player.PROS2T2,survey.1.player.PROS3T1,survey.1.player.PROS3T2,survey.1.player.PROS4T1,survey.1.player.PROS4T2,survey.1.group.id_in_subsession,survey.1.subsession.round_number
191,s4y6det7,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,191,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
192,n8clpfvw,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,192,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
193,3d5m0tx6,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,193,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
194,lf8r1adi,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,194,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
195,x8p8p1pd,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,195,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
196,nbq8t1s7,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,196,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
197,2nyerlvo,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,197,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
198,cc1cmem3,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,198,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
199,n7dwzgxh,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,199,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
200,ch8lpp6i,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,200,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
201,7wgun1nk,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,201,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
202,4dxndb6o,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,202,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
203,zuvaz28b,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,203,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
204,ypa8p4ca,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,204,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
205,c1qhnf57,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,205,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
206,jxml8qy6,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,206,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
207,rp0eoo5s,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,207,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
208,h0gikrlx,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,208,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
209,gads7jl1,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,209,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
210,dqxjpn95,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,210,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
211,bfiuorsb,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,211,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
212,0ipmd3o8,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,212,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
213,o112a7ly,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,213,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
214,16c79llg,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,214,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
215,qcmlduzw,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,215,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
216,mfoakgim,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,216,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
217,g94nf57c,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,217,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
218,ctsuoia2,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,218,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
219,5gk9khib,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,219,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
220,zh8uh4jj,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,220,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
221,7ymws3pb,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,221,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
222,5yn2j1kp,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,222,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
223,ygzfhr7r,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,223,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
224,4no379ck,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,224,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
225,shsgmhut,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,225,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
226,in5g0824,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,226,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
227,3a0pu48l,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,227,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
228,qwv7wg3y,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,228,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
229,gsg9q219,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,229,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
230,pikk766j,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,230,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
231,jra9dm0f,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,231,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
232,uo4vc3zy,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,232,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
233,ob3gzhfm,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,233,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
234,tp3fr92s,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,234,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
235,kbwtdgc7,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,235,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
236,13kp2w19,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,236,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
237,zhiy9ct6,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,237,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
238,8hbwo9f2,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,238,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
239,z9zbudws,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,239,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
240,o4sxeqr4,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,240,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
241,uhd2uyl8,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,241,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
242,yt784caa,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,242,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
243,4sqj0zek,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,243,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
244,s3hoi6vp,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,244,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
245,xacrkjxf,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,245,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
246,sdjfb52w,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,246,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
247,1jq784bk,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,247,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
248,fk0pit65,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,248,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
249,k5lr77s5,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,249,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
250,sgsti26i,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,250,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
251,80aam43l,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,251,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
252,5qoqamz8,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,252,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
253,gtkarz3d,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,253,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
254,ovqs4klv,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,254,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
255,fyiivr7b,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,255,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
256,0dh5qkq7,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,256,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
257,xnab66qk,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,257,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
258,upwjkd4j,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,258,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
259,ma6k4v95,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,259,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
260,ucjcxfuz,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,260,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
261,cwgx9u8g,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,261,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
262,q0xve25x,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,262,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
263,kqx3qy14,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,263,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
264,dqrhxxtf,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,264,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
265,gft0a3yt,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,265,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
266,69xjkuxb,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,266,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
267,wwbbvf6h,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,267,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
268,laa40f6b,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,268,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
269,l96l8jij,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,269,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
270,6i2aeoy1,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,270,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
271,dv4vh254,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,271,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
272,mx2oah5h,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,272,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
273,1k5770zt,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,273,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
274,oun8tn7p,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,274,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
275,6o2frte4,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,275,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
276,qva66hzw,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,276,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
277,579lmas8,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,277,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
278,kiky1mvl,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,278,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
279,fsh7gty2,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,279,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
280,jziqi6br,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,280,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
281,xmuj412l,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,281,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
282,exhy8s23,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,282,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
283,y8ljhxpr,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,283,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
284,hwdmrh8x,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,284,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
285,q1w78jrq,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,285,,0.0,1_and_4,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
286,wi8zrhwy,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,286,,0.0,2_and_3,1_and_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
287,ua9td0hs,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,287,,0.0,1_and_4,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
288,nb8ys2rf,,0,0,13,,,,0,,,0.0,botw78do,,,,,0,survey,0.0,1.0,,288,,0.0,2_and_3,2_and_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
